team1,team2,toss_winner,venue,pitch_type,weather,total_score,wickets,overs,winner
PBKS,CSK,PBKS,Narendra Modi Stadium,Bowling,Humid,124,8,17.8,CSK
DC,GT,DC,Narendra Modi Stadium,Bowling,Hot,150,2,12.5,GT
KKR,MI,MI,Narendra Modi Stadium,Balanced,Humid,143,5,9.0,KKR
CSK,LSG,CSK,Eden Gardens,Batting,Hot,144,2,12.4,LSG
MI,DC,MI,Chinnaswamy Stadium,Batting,Hot,216,5,17.6,DC
DC,RCB,RCB,Wankhede Stadium,Bowling,Humid,129,4,17.7,RCB
LSG,SRH,SRH,Wankhede Stadium,Bowling,Cloudy,126,5,8.4,LSG
KKR,LSG,LSG,Narendra Modi Stadium,Batting,Humid,175,4,18.2,LSG
GT,KKR,KKR,Chinnaswamy Stadium,Bowling,Cloudy,246,5,9.5,GT
SRH,DC,DC,Wankhede Stadium,Bowling,Cloudy,127,4,17.7,SRH
RR,KKR,KKR,Eden Gardens,Bowling,Humid,193,7,6.5,KKR
KKR,PBKS,KKR,Narendra Modi Stadium,Balanced,Cloudy,190,9,10.5,PBKS
LSG,GT,GT,Wankhede Stadium,Batting,Hot,199,7,11.5,LSG
DC,LSG,LSG,Wankhede Stadium,Batting,Hot,211,5,15.1,DC
RR,DC,DC,Chinnaswamy Stadium,Balanced,Cloudy,170,4,9.4,DC
LSG,CSK,CSK,Narendra Modi Stadium,Bowling,Cloudy,221,8,16.5,CSK
LSG,RCB,LSG,Chepauk,Batting,Humid,184,9,9.7,RCB
CSK,LSG,CSK,Narendra Modi Stadium,Balanced,Hot,179,3,8.8,CSK
CSK,PBKS,PBKS,Narendra Modi Stadium,Bowling,Humid,122,4,7.4,PBKS
PBKS,CSK,PBKS,Eden Gardens,Bowling,Cloudy,181,10,15.7,PBKS
DC,CSK,CSK,Wankhede Stadium,Balanced,Humid,147,2,8.8,CSK
RCB,LSG,LSG,Narendra Modi Stadium,Batting,Cloudy,238,0,14.7,LSG
CSK,LSG,LSG,Wankhede Stadium,Bowling,Hot,151,3,13.1,CSK
MI,DC,DC,Wankhede Stadium,Balanced,Humid,203,7,7.5,MI
RR,SRH,RR,Eden Gardens,Bowling,Hot,150,0,9.9,SRH
PBKS,CSK,CSK,Chepauk,Bowling,Cloudy,181,10,11.4,CSK
GT,RR,RR,Chinnaswamy Stadium,Balanced,Cloudy,233,5,18.5,RR
PBKS,SRH,PBKS,Eden Gardens,Balanced,Hot,199,10,10.1,SRH
KKR,RCB,RCB,Chepauk,Balanced,Humid,153,7,13.7,RCB
DC,LSG,DC,Wankhede Stadium,Balanced,Hot,124,6,16.7,DC
GT,KKR,GT,Eden Gardens,Balanced,Hot,181,7,11.1,GT
GT,SRH,SRH,Wankhede Stadium,Bowling,Hot,179,6,9.3,SRH
CSK,SRH,CSK,Eden Gardens,Batting,Hot,141,8,14.7,SRH
RR,PBKS,PBKS,Chepauk,Batting,Cloudy,150,7,11.8,RR
RCB,SRH,RCB,Narendra Modi Stadium,Balanced,Hot,153,0,6.5,RCB
CSK,MI,CSK,Wankhede Stadium,Bowling,Hot,130,4,5.5,MI
SRH,KKR,SRH,Narendra Modi Stadium,Batting,Cloudy,199,3,18.9,SRH
PBKS,RCB,RCB,Wankhede Stadium,Batting,Hot,248,6,11.9,RCB
RCB,SRH,RCB,Wankhede Stadium,Bowling,Cloudy,226,9,14.3,SRH
KKR,SRH,KKR,Chepauk,Bowling,Hot,201,1,9.7,SRH
KKR,CSK,CSK,Chepauk,Batting,Hot,148,0,14.7,KKR
RCB,CSK,RCB,Narendra Modi Stadium,Bowling,Hot,160,5,5.2,RCB
GT,RR,RR,Wankhede Stadium,Balanced,Cloudy,220,1,5.7,RR
MI,RR,MI,Chinnaswamy Stadium,Bowling,Cloudy,200,7,6.1,MI
GT,PBKS,GT,Chinnaswamy Stadium,Balanced,Humid,164,6,10.4,PBKS
DC,LSG,DC,Chinnaswamy Stadium,Balanced,Humid,176,4,15.5,DC
SRH,RCB,SRH,Narendra Modi Stadium,Balanced,Hot,249,8,6.5,RCB
RR,DC,RR,Eden Gardens,Bowling,Humid,214,1,13.4,DC
RR,RCB,RR,Narendra Modi Stadium,Bowling,Humid,186,6,18.3,RCB
LSG,PBKS,PBKS,Eden Gardens,Bowling,Humid,186,3,14.5,LSG
SRH,RCB,RCB,Eden Gardens,Balanced,Humid,165,0,5.5,RCB
MI,CSK,MI,Narendra Modi Stadium,Batting,Cloudy,224,10,5.2,CSK
PBKS,RCB,PBKS,Eden Gardens,Balanced,Hot,129,9,11.6,RCB
RCB,DC,DC,Eden Gardens,Balanced,Cloudy,188,0,7.7,DC
SRH,PBKS,SRH,Wankhede Stadium,Batting,Hot,221,0,19.0,SRH
KKR,CSK,KKR,Eden Gardens,Bowling,Cloudy,218,7,6.4,KKR
LSG,PBKS,LSG,Chepauk,Batting,Humid,134,1,14.3,PBKS
SRH,LSG,SRH,Narendra Modi Stadium,Batting,Hot,187,2,10.5,LSG
RR,SRH,RR,Chinnaswamy Stadium,Balanced,Humid,141,5,18.0,RR
GT,RR,GT,Narendra Modi Stadium,Bowling,Cloudy,225,0,11.9,RR
PBKS,RCB,PBKS,Eden Gardens,Batting,Hot,203,3,9.6,PBKS
DC,SRH,DC,Narendra Modi Stadium,Balanced,Hot,151,5,15.4,SRH
RR,KKR,KKR,Narendra Modi Stadium,Batting,Cloudy,195,5,10.4,RR
KKR,SRH,SRH,Chinnaswamy Stadium,Bowling,Cloudy,174,2,11.8,KKR
PBKS,MI,PBKS,Chinnaswamy Stadium,Bowling,Humid,161,9,13.1,MI
DC,RCB,DC,Narendra Modi Stadium,Balanced,Humid,136,5,17.0,DC
RCB,MI,MI,Narendra Modi Stadium,Bowling,Humid,173,6,5.3,RCB
PBKS,RCB,RCB,Narendra Modi Stadium,Bowling,Cloudy,236,3,12.9,PBKS
RCB,LSG,RCB,Chinnaswamy Stadium,Batting,Hot,186,10,18.0,LSG
SRH,PBKS,SRH,Wankhede Stadium,Balanced,Cloudy,141,10,16.3,PBKS
LSG,SRH,LSG,Chepauk,Batting,Hot,141,2,7.4,LSG
RCB,KKR,KKR,Narendra Modi Stadium,Batting,Humid,179,9,13.6,KKR
RR,PBKS,RR,Wankhede Stadium,Bowling,Humid,164,6,19.3,RR
KKR,RCB,KKR,Wankhede Stadium,Balanced,Cloudy,180,8,17.2,KKR
KKR,SRH,KKR,Eden Gardens,Balanced,Cloudy,142,2,11.7,SRH
MI,CSK,CSK,Narendra Modi Stadium,Balanced,Hot,222,4,16.9,MI
RCB,LSG,LSG,Narendra Modi Stadium,Balanced,Hot,242,8,7.1,LSG
RR,MI,RR,Chinnaswamy Stadium,Batting,Hot,130,2,18.8,RR
PBKS,GT,GT,Eden Gardens,Batting,Hot,186,6,5.7,GT
LSG,KKR,KKR,Wankhede Stadium,Batting,Humid,211,5,5.2,LSG
KKR,RR,RR,Chinnaswamy Stadium,Batting,Hot,173,4,8.8,RR
RCB,LSG,RCB,Chepauk,Bowling,Humid,171,5,7.5,RCB
KKR,RR,RR,Narendra Modi Stadium,Batting,Cloudy,163,8,9.6,RR
KKR,DC,KKR,Chinnaswamy Stadium,Bowling,Cloudy,196,0,12.0,DC
CSK,SRH,SRH,Eden Gardens,Bowling,Humid,192,10,14.7,CSK
PBKS,DC,DC,Eden Gardens,Balanced,Cloudy,249,2,13.2,DC
MI,PBKS,MI,Wankhede Stadium,Balanced,Cloudy,239,10,11.2,PBKS
LSG,RR,RR,Wankhede Stadium,Balanced,Humid,227,8,11.1,LSG
DC,KKR,KKR,Chepauk,Batting,Cloudy,243,8,5.9,KKR
RCB,PBKS,PBKS,Narendra Modi Stadium,Batting,Hot,208,4,8.1,RCB
SRH,GT,GT,Eden Gardens,Batting,Hot,211,7,10.6,SRH
RR,SRH,SRH,Narendra Modi Stadium,Balanced,Cloudy,227,4,16.9,SRH
SRH,CSK,SRH,Chepauk,Bowling,Cloudy,157,10,10.0,CSK
DC,GT,DC,Chepauk,Bowling,Hot,148,2,17.9,GT
KKR,CSK,CSK,Narendra Modi Stadium,Batting,Cloudy,123,10,16.3,KKR
MI,DC,DC,Wankhede Stadium,Bowling,Hot,188,8,10.4,MI
DC,GT,GT,Chinnaswamy Stadium,Bowling,Cloudy,250,9,11.7,GT
CSK,MI,CSK,Chinnaswamy Stadium,Bowling,Humid,229,0,7.2,CSK
PBKS,GT,GT,Chinnaswamy Stadium,Balanced,Humid,148,4,19.9,PBKS
GT,PBKS,PBKS,Chinnaswamy Stadium,Balanced,Cloudy,185,3,9.6,GT
MI,DC,MI,Eden Gardens,Bowling,Cloudy,152,5,18.5,DC
SRH,GT,SRH,Chinnaswamy Stadium,Batting,Cloudy,136,10,16.2,SRH
RCB,MI,MI,Chinnaswamy Stadium,Batting,Hot,203,3,6.8,RCB
KKR,GT,GT,Eden Gardens,Batting,Humid,175,3,18.2,GT
GT,RCB,GT,Chepauk,Bowling,Humid,195,0,6.3,GT
DC,LSG,LSG,Wankhede Stadium,Bowling,Hot,235,7,13.0,LSG
DC,GT,GT,Narendra Modi Stadium,Batting,Humid,157,9,15.4,DC
DC,CSK,DC,Eden Gardens,Bowling,Hot,183,2,18.2,DC
GT,MI,GT,Chepauk,Bowling,Humid,197,8,18.7,MI
CSK,RCB,RCB,Chepauk,Batting,Hot,203,2,10.8,RCB
GT,RR,RR,Chinnaswamy Stadium,Batting,Humid,195,8,18.7,GT
KKR,PBKS,PBKS,Narendra Modi Stadium,Batting,Cloudy,122,10,11.6,KKR
CSK,MI,CSK,Narendra Modi Stadium,Batting,Cloudy,246,7,14.5,CSK
RCB,DC,DC,Eden Gardens,Batting,Humid,232,3,6.8,RCB
GT,RR,GT,Narendra Modi Stadium,Batting,Hot,129,7,15.7,GT
DC,RCB,DC,Chinnaswamy Stadium,Bowling,Hot,130,0,6.7,RCB
KKR,RR,KKR,Chepauk,Bowling,Humid,169,4,5.9,RR
CSK,GT,CSK,Chinnaswamy Stadium,Bowling,Hot,152,5,19.3,CSK
PBKS,RR,PBKS,Wankhede Stadium,Batting,Hot,150,6,9.6,PBKS
PBKS,CSK,CSK,Eden Gardens,Batting,Hot,147,6,14.5,CSK
RR,LSG,LSG,Narendra Modi Stadium,Balanced,Cloudy,203,9,12.7,LSG
GT,DC,DC,Wankhede Stadium,Batting,Cloudy,144,0,9.4,GT
LSG,DC,LSG,Narendra Modi Stadium,Bowling,Hot,184,6,10.8,LSG
RR,GT,RR,Eden Gardens,Batting,Humid,174,0,17.1,RR
LSG,RCB,RCB,Chepauk,Batting,Humid,201,7,14.0,RCB
SRH,PBKS,SRH,Wankhede Stadium,Batting,Humid,152,2,5.4,SRH
RCB,MI,MI,Eden Gardens,Balanced,Hot,238,7,10.2,MI
CSK,GT,CSK,Chinnaswamy Stadium,Balanced,Hot,194,1,20.0,CSK
RR,GT,GT,Wankhede Stadium,Batting,Hot,214,5,14.3,RR
SRH,RCB,SRH,Chepauk,Balanced,Humid,240,5,11.3,SRH
MI,LSG,LSG,Chepauk,Balanced,Cloudy,228,2,16.2,MI
PBKS,RR,RR,Eden Gardens,Batting,Hot,249,0,15.0,PBKS
SRH,LSG,LSG,Chepauk,Balanced,Hot,200,3,18.7,SRH
LSG,RCB,RCB,Chepauk,Balanced,Humid,193,9,8.6,LSG
PBKS,SRH,SRH,Chinnaswamy Stadium,Batting,Cloudy,243,10,16.6,PBKS
KKR,PBKS,KKR,Chepauk,Balanced,Humid,212,8,13.0,KKR
SRH,CSK,CSK,Chinnaswamy Stadium,Bowling,Humid,217,2,8.1,CSK
GT,RCB,RCB,Wankhede Stadium,Bowling,Humid,146,3,14.9,RCB
RR,MI,RR,Chinnaswamy Stadium,Bowling,Cloudy,157,3,12.1,RR
LSG,CSK,CSK,Eden Gardens,Balanced,Hot,188,10,12.9,LSG
GT,CSK,GT,Narendra Modi Stadium,Batting,Hot,218,9,16.1,CSK
RCB,MI,MI,Eden Gardens,Batting,Humid,162,9,8.7,RCB
MI,CSK,MI,Eden Gardens,Bowling,Humid,187,4,9.5,CSK
KKR,MI,KKR,Eden Gardens,Bowling,Hot,215,5,13.4,KKR
PBKS,RCB,RCB,Chepauk,Balanced,Cloudy,126,5,9.2,RCB
KKR,PBKS,KKR,Eden Gardens,Batting,Hot,221,8,14.8,PBKS
PBKS,RCB,RCB,Narendra Modi Stadium,Batting,Cloudy,192,3,18.1,RCB
RR,DC,RR,Eden Gardens,Bowling,Humid,210,9,8.8,DC
CSK,PBKS,CSK,Wankhede Stadium,Bowling,Cloudy,136,6,9.9,CSK
MI,SRH,SRH,Narendra Modi Stadium,Bowling,Cloudy,126,8,7.6,SRH
RCB,KKR,RCB,Wankhede Stadium,Batting,Hot,192,5,17.0,RCB
SRH,LSG,LSG,Chinnaswamy Stadium,Bowling,Hot,177,3,17.1,LSG
MI,RR,RR,Eden Gardens,Balanced,Hot,203,1,13.4,MI
PBKS,GT,PBKS,Narendra Modi Stadium,Bowling,Hot,210,5,17.8,PBKS
CSK,LSG,LSG,Chinnaswamy Stadium,Batting,Hot,176,8,10.5,LSG
GT,RR,RR,Chepauk,Bowling,Humid,219,4,8.2,RR
MI,LSG,MI,Chinnaswamy Stadium,Batting,Hot,174,9,17.5,LSG
MI,CSK,MI,Narendra Modi Stadium,Balanced,Cloudy,155,2,16.9,CSK
RCB,GT,GT,Chepauk,Bowling,Hot,157,8,6.9,GT
LSG,RCB,RCB,Narendra Modi Stadium,Batting,Cloudy,147,6,16.1,LSG
DC,CSK,CSK,Chepauk,Balanced,Humid,155,9,16.9,DC
GT,RR,RR,Eden Gardens,Balanced,Humid,142,7,12.3,GT
RR,PBKS,PBKS,Wankhede Stadium,Batting,Humid,176,2,5.3,PBKS
GT,SRH,GT,Chepauk,Balanced,Hot,147,8,18.2,SRH
RCB,CSK,CSK,Chinnaswamy Stadium,Balanced,Hot,205,0,9.6,CSK
CSK,RCB,RCB,Eden Gardens,Batting,Cloudy,232,2,10.4,CSK
DC,CSK,DC,Chinnaswamy Stadium,Bowling,Humid,243,4,9.6,CSK
DC,CSK,CSK,Chinnaswamy Stadium,Batting,Hot,139,8,18.0,DC
LSG,PBKS,LSG,Wankhede Stadium,Balanced,Cloudy,213,7,6.3,LSG
GT,PBKS,PBKS,Eden Gardens,Batting,Humid,130,2,16.5,PBKS
DC,RR,DC,Eden Gardens,Bowling,Humid,177,3,15.8,RR
MI,SRH,MI,Wankhede Stadium,Batting,Cloudy,142,3,5.1,SRH
MI,SRH,MI,Narendra Modi Stadium,Batting,Humid,180,5,17.2,MI
RCB,KKR,RCB,Narendra Modi Stadium,Balanced,Hot,232,8,15.8,KKR
PBKS,RR,RR,Wankhede Stadium,Batting,Hot,148,8,12.5,RR
GT,RCB,RCB,Chinnaswamy Stadium,Batting,Cloudy,126,7,9.2,GT
RCB,GT,GT,Wankhede Stadium,Balanced,Hot,120,4,14.9,RCB
RR,PBKS,PBKS,Chinnaswamy Stadium,Batting,Cloudy,190,4,11.9,PBKS
MI,LSG,MI,Wankhede Stadium,Bowling,Cloudy,153,5,10.7,LSG
LSG,SRH,SRH,Eden Gardens,Balanced,Cloudy,175,1,13.2,SRH
KKR,LSG,KKR,Eden Gardens,Bowling,Cloudy,222,5,7.4,LSG
GT,RR,GT,Chinnaswamy Stadium,Batting,Humid,225,3,10.6,RR
RCB,SRH,RCB,Wankhede Stadium,Batting,Humid,168,7,6.1,SRH
GT,SRH,GT,Chepauk,Bowling,Hot,227,8,9.6,GT
CSK,SRH,CSK,Wankhede Stadium,Bowling,Cloudy,204,8,15.6,CSK
PBKS,GT,PBKS,Narendra Modi Stadium,Balanced,Humid,157,7,14.0,PBKS
PBKS,GT,GT,Eden Gardens,Balanced,Humid,183,8,19.9,PBKS
SRH,DC,SRH,Chepauk,Balanced,Humid,150,1,15.2,DC
CSK,PBKS,CSK,Chinnaswamy Stadium,Balanced,Cloudy,197,8,8.9,PBKS
MI,DC,DC,Chinnaswamy Stadium,Batting,Humid,217,10,14.9,MI
GT,SRH,SRH,Wankhede Stadium,Bowling,Humid,136,1,15.6,SRH
KKR,RR,RR,Wankhede Stadium,Batting,Cloudy,176,5,7.9,RR
PBKS,KKR,KKR,Chinnaswamy Stadium,Bowling,Humid,227,7,6.5,PBKS
CSK,GT,GT,Chepauk,Batting,Humid,203,8,16.5,GT
KKR,PBKS,KKR,Chinnaswamy Stadium,Balanced,Cloudy,186,5,5.9,PBKS
RR,CSK,CSK,Chepauk,Batting,Humid,244,4,7.6,CSK
SRH,MI,SRH,Chepauk,Batting,Hot,176,6,14.8,MI
LSG,GT,GT,Wankhede Stadium,Bowling,Humid,148,2,9.7,LSG
CSK,GT,CSK,Eden Gardens,Batting,Humid,190,7,8.9,GT
DC,LSG,LSG,Narendra Modi Stadium,Balanced,Humid,216,3,11.3,DC
MI,PBKS,PBKS,Eden Gardens,Batting,Hot,216,2,11.6,PBKS
PBKS,LSG,LSG,Wankhede Stadium,Batting,Hot,199,8,14.1,LSG
KKR,RR,KKR,Narendra Modi Stadium,Balanced,Cloudy,182,0,12.3,KKR
PBKS,DC,DC,Narendra Modi Stadium,Bowling,Hot,147,4,6.3,DC
MI,DC,DC,Chinnaswamy Stadium,Bowling,Cloudy,166,2,15.0,MI
CSK,KKR,CSK,Narendra Modi Stadium,Bowling,Hot,166,9,10.3,CSK
KKR,RR,KKR,Chepauk,Balanced,Cloudy,206,8,5.2,KKR
MI,PBKS,PBKS,Chinnaswamy Stadium,Balanced,Humid,241,9,7.8,MI
DC,MI,MI,Eden Gardens,Batting,Humid,139,9,18.3,DC
KKR,RCB,RCB,Chinnaswamy Stadium,Balanced,Hot,169,10,12.1,RCB
KKR,LSG,KKR,Chepauk,Batting,Humid,184,5,15.0,LSG
RR,CSK,CSK,Narendra Modi Stadium,Bowling,Cloudy,120,10,13.6,RR
CSK,PBKS,CSK,Wankhede Stadium,Balanced,Humid,226,7,5.9,PBKS
DC,RCB,DC,Chinnaswamy Stadium,Bowling,Cloudy,243,6,17.8,DC
LSG,KKR,LSG,Wankhede Stadium,Bowling,Humid,206,1,19.3,KKR
LSG,PBKS,LSG,Chepauk,Bowling,Cloudy,227,5,15.2,LSG
PBKS,RR,PBKS,Eden Gardens,Balanced,Humid,223,8,16.0,RR
KKR,CSK,KKR,Wankhede Stadium,Batting,Hot,159,9,10.6,KKR
RR,KKR,KKR,Narendra Modi Stadium,Bowling,Hot,208,1,18.9,KKR
GT,CSK,CSK,Narendra Modi Stadium,Batting,Cloudy,182,7,5.8,CSK
MI,KKR,MI,Eden Gardens,Batting,Humid,148,4,17.2,MI
GT,MI,GT,Chinnaswamy Stadium,Bowling,Humid,208,0,12.8,GT
GT,RCB,RCB,Narendra Modi Stadium,Batting,Hot,121,1,12.3,GT
KKR,GT,GT,Eden Gardens,Bowling,Cloudy,191,2,16.4,GT
KKR,GT,KKR,Wankhede Stadium,Bowling,Humid,213,6,19.4,GT
CSK,DC,DC,Chinnaswamy Stadium,Balanced,Humid,145,9,19.9,DC
SRH,RCB,RCB,Chepauk,Balanced,Hot,158,3,14.4,SRH
LSG,KKR,KKR,Chinnaswamy Stadium,Balanced,Hot,227,5,17.1,LSG
KKR,LSG,LSG,Eden Gardens,Bowling,Cloudy,206,5,11.7,LSG
KKR,CSK,CSK,Narendra Modi Stadium,Batting,Cloudy,185,2,15.2,KKR
KKR,DC,DC,Eden Gardens,Batting,Hot,135,0,13.6,DC
RR,CSK,CSK,Eden Gardens,Batting,Cloudy,178,2,16.4,RR
KKR,DC,DC,Narendra Modi Stadium,Batting,Hot,209,5,12.6,KKR
DC,KKR,DC,Chinnaswamy Stadium,Balanced,Hot,149,8,6.9,DC
DC,SRH,DC,Chepauk,Batting,Humid,208,1,17.1,DC
CSK,DC,DC,Chinnaswamy Stadium,Batting,Cloudy,156,10,11.4,DC
SRH,KKR,SRH,Chepauk,Bowling,Humid,250,10,16.5,SRH
GT,MI,GT,Eden Gardens,Balanced,Humid,124,6,16.9,MI
PBKS,CSK,CSK,Wankhede Stadium,Balanced,Cloudy,234,1,8.3,PBKS
RCB,DC,RCB,Wankhede Stadium,Balanced,Humid,183,7,15.6,DC
SRH,RR,SRH,Eden Gardens,Batting,Hot,149,0,11.2,SRH
PBKS,RCB,PBKS,Chinnaswamy Stadium,Bowling,Humid,241,7,18.8,RCB
CSK,DC,DC,Narendra Modi Stadium,Bowling,Cloudy,229,8,18.8,DC
RR,GT,GT,Eden Gardens,Balanced,Hot,166,7,6.8,GT
RR,SRH,SRH,Chinnaswamy Stadium,Bowling,Cloudy,211,4,18.1,SRH
LSG,RR,LSG,Narendra Modi Stadium,Bowling,Hot,183,10,14.8,LSG
CSK,KKR,KKR,Eden Gardens,Batting,Cloudy,202,5,7.6,CSK
PBKS,SRH,SRH,Chepauk,Balanced,Cloudy,209,10,10.9,SRH
SRH,PBKS,SRH,Wankhede Stadium,Bowling,Cloudy,216,4,17.5,SRH
RR,KKR,RR,Chepauk,Balanced,Cloudy,187,7,13.6,RR
KKR,LSG,KKR,Chinnaswamy Stadium,Balanced,Hot,130,3,6.3,LSG
MI,CSK,CSK,Chepauk,Balanced,Cloudy,193,3,13.8,CSK
RCB,DC,DC,Chepauk,Batting,Humid,165,9,15.8,DC
RR,DC,RR,Narendra Modi Stadium,Batting,Cloudy,224,7,15.9,DC
RCB,CSK,CSK,Wankhede Stadium,Batting,Hot,130,3,5.8,RCB
LSG,PBKS,LSG,Narendra Modi Stadium,Batting,Humid,187,7,5.5,PBKS
RCB,DC,DC,Chepauk,Balanced,Hot,202,9,8.2,RCB
MI,RCB,MI,Eden Gardens,Bowling,Cloudy,248,6,9.8,MI
CSK,LSG,CSK,Chinnaswamy Stadium,Bowling,Hot,143,4,19.8,CSK
LSG,GT,LSG,Narendra Modi Stadium,Bowling,Hot,213,5,14.6,LSG
LSG,MI,LSG,Eden Gardens,Balanced,Cloudy,215,2,14.1,MI
KKR,MI,KKR,Chepauk,Balanced,Cloudy,185,8,15.6,KKR
PBKS,RCB,RCB,Wankhede Stadium,Bowling,Humid,195,3,8.9,PBKS
RCB,LSG,LSG,Narendra Modi Stadium,Bowling,Humid,127,4,9.8,LSG
CSK,RCB,RCB,Wankhede Stadium,Balanced,Hot,160,2,6.3,RCB
GT,RCB,GT,Chinnaswamy Stadium,Balanced,Hot,238,10,13.8,RCB
RR,LSG,RR,Narendra Modi Stadium,Batting,Humid,178,5,18.3,LSG
KKR,SRH,KKR,Wankhede Stadium,Balanced,Hot,167,9,18.7,KKR
CSK,MI,MI,Chepauk,Bowling,Cloudy,229,10,15.2,CSK
RCB,CSK,RCB,Eden Gardens,Batting,Hot,203,8,9.4,RCB
KKR,RR,KKR,Narendra Modi Stadium,Bowling,Hot,229,1,15.7,RR
CSK,LSG,LSG,Eden Gardens,Balanced,Humid,167,10,12.2,LSG
LSG,CSK,CSK,Chepauk,Bowling,Hot,197,1,14.1,CSK
DC,RCB,DC,Eden Gardens,Bowling,Hot,124,0,18.6,RCB
KKR,PBKS,PBKS,Chepauk,Batting,Hot,224,3,8.8,KKR
MI,RR,RR,Narendra Modi Stadium,Bowling,Hot,170,0,12.6,MI
PBKS,RCB,RCB,Wankhede Stadium,Bowling,Humid,198,4,9.0,PBKS
MI,SRH,MI,Chinnaswamy Stadium,Balanced,Cloudy,214,3,8.9,MI
LSG,PBKS,LSG,Wankhede Stadium,Balanced,Humid,235,0,6.5,PBKS
RCB,SRH,SRH,Narendra Modi Stadium,Batting,Hot,190,2,18.6,SRH
SRH,KKR,KKR,Narendra Modi Stadium,Bowling,Humid,178,5,18.4,SRH
MI,PBKS,MI,Chepauk,Batting,Humid,183,10,16.5,MI
RCB,CSK,RCB,Chepauk,Batting,Humid,185,9,9.6,CSK
LSG,CSK,CSK,Wankhede Stadium,Bowling,Hot,227,6,15.4,LSG
KKR,RR,RR,Chepauk,Batting,Cloudy,136,1,13.2,RR
GT,DC,DC,Wankhede Stadium,Balanced,Humid,218,5,10.9,GT
SRH,GT,GT,Chinnaswamy Stadium,Bowling,Humid,150,10,7.6,SRH
RCB,LSG,LSG,Eden Gardens,Balanced,Hot,207,0,14.0,RCB
DC,SRH,SRH,Wankhede Stadium,Bowling,Hot,205,6,16.7,DC
CSK,MI,MI,Chepauk,Balanced,Cloudy,177,1,17.8,CSK
LSG,RR,LSG,Eden Gardens,Bowling,Humid,184,6,19.4,LSG
RR,DC,RR,Chepauk,Bowling,Cloudy,215,9,17.6,DC
KKR,LSG,LSG,Chinnaswamy Stadium,Balanced,Hot,211,10,8.2,LSG
SRH,MI,MI,Chepauk,Bowling,Hot,140,4,12.5,SRH
SRH,GT,SRH,Narendra Modi Stadium,Batting,Humid,211,2,7.0,SRH
CSK,DC,DC,Eden Gardens,Bowling,Humid,233,5,11.7,CSK
SRH,LSG,LSG,Chepauk,Bowling,Humid,207,8,7.5,LSG
GT,DC,DC,Wankhede Stadium,Bowling,Humid,212,5,13.3,DC
PBKS,DC,DC,Eden Gardens,Balanced,Humid,137,0,7.9,DC
RCB,PBKS,RCB,Chepauk,Balanced,Hot,179,1,9.8,RCB
PBKS,KKR,KKR,Chinnaswamy Stadium,Batting,Humid,211,1,12.8,PBKS
MI,CSK,MI,Narendra Modi Stadium,Balanced,Cloudy,210,6,19.0,MI
RR,PBKS,RR,Chepauk,Batting,Hot,215,2,11.5,PBKS
PBKS,RCB,RCB,Chinnaswamy Stadium,Bowling,Humid,245,4,9.1,RCB
RCB,PBKS,RCB,Wankhede Stadium,Balanced,Cloudy,200,1,7.6,RCB
RCB,PBKS,RCB,Chepauk,Batting,Cloudy,210,6,13.4,RCB
LSG,PBKS,LSG,Eden Gardens,Batting,Hot,151,5,12.8,PBKS
GT,LSG,GT,Wankhede Stadium,Balanced,Hot,206,7,7.2,GT
DC,KKR,DC,Wankhede Stadium,Batting,Humid,153,3,5.1,DC
RR,MI,RR,Wankhede Stadium,Bowling,Hot,228,6,13.6,RR
KKR,PBKS,PBKS,Wankhede Stadium,Batting,Cloudy,200,7,6.0,PBKS
KKR,GT,GT,Chinnaswamy Stadium,Balanced,Hot,175,9,12.9,GT
GT,RR,RR,Chepauk,Balanced,Cloudy,133,3,10.2,RR
GT,RCB,GT,Eden Gardens,Batting,Cloudy,172,7,10.1,GT
MI,LSG,LSG,Wankhede Stadium,Balanced,Cloudy,141,1,16.1,MI
LSG,GT,GT,Chepauk,Batting,Hot,224,10,16.0,GT
RCB,SRH,RCB,Wankhede Stadium,Batting,Humid,174,5,7.3,RCB
SRH,RR,SRH,Chepauk,Balanced,Humid,198,9,8.3,SRH
CSK,SRH,SRH,Chepauk,Balanced,Humid,130,0,19.5,SRH
LSG,PBKS,PBKS,Wankhede Stadium,Balanced,Humid,178,9,11.5,LSG
PBKS,LSG,PBKS,Eden Gardens,Batting,Hot,177,4,5.2,PBKS
PBKS,RCB,PBKS,Chepauk,Bowling,Humid,217,10,13.5,RCB
CSK,SRH,SRH,Chepauk,Bowling,Cloudy,123,4,16.7,SRH
RCB,CSK,CSK,Eden Gardens,Batting,Humid,139,10,12.1,CSK
MI,LSG,MI,Chinnaswamy Stadium,Balanced,Cloudy,244,5,10.1,MI
SRH,RCB,RCB,Narendra Modi Stadium,Balanced,Humid,150,10,14.8,SRH
PBKS,RCB,PBKS,Wankhede Stadium,Balanced,Humid,181,0,17.3,PBKS
SRH,LSG,SRH,Chepauk,Bowling,Hot,134,8,10.1,SRH
CSK,KKR,KKR,Chinnaswamy Stadium,Bowling,Cloudy,166,7,12.8,CSK
RR,DC,DC,Chinnaswamy Stadium,Bowling,Cloudy,158,10,10.9,RR
LSG,GT,LSG,Chinnaswamy Stadium,Bowling,Hot,136,7,6.7,GT
